PID,RELS_EXT_hasModel_uri_s,RELS_EXT_isMemberOfCollection_uri_ms,RELS_EXT_isMemberOf_uri_ms,RELS_EXT_isConstituentOf_uri_ms,RELS_EXT_isPageOf_uri_ms,dc.format,dc.language,dc.relation,dc.description,dc.coverage,dc.identifier,dc.subject,dc.contributor,dc.publisher,dc.date,dc.title,dc.rights,dc.type,dc.source,dc.creator,sequence,file,ID,model
msvu:156,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; From Mount Hope Yearbook 1961,,",msvu:156",,,,1961,"Nova Scotia Hospital Affiliations- Halifax Children's Hospital- Pediatrics\, 1961",,slide,,Nova Scotia Hospital School for Nursing,,,118,islandora:sp_basic_image
msvu:157,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; From Mount Hope Yearbook 1961,,",msvu:157",,,,1961,"Nova Scotia Hospital Affiliations - Halifax Infirmary- Obstetrics\, 1961",,slide,,Nova Scotia Hospital School for Nursing,,,119,islandora:sp_basic_image
msvu:158,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; From Mount Hope Yearbook 1968,,",msvu:158",,,,1968,"Nova Scotia Hospital Affiliations- Victoria General Hospital- Medicine and Surgery\, 1968",,slide,,Nova Scotia Hospital School for Nursing,,,120,islandora:sp_basic_image
msvu:159,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; Nova Scotia Hospital 125th Anniversary Special Edition 1858-1963,,",msvu:159",,,,[before 1970],Nova Scotia Hospital Courses and Programs,,slide,,Nova Scotia Hospital School for Nursing,,,121,islandora:sp_basic_image
msvu:160,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Hospital Library; From Mount Hope Yearbook\, 1961",,",msvu:160",,,,1961,"Nova Scotia Hospital Nurses Pledge\, 1961",,slide,,Nova Scotia Hospital School for Nursing,,,122,islandora:sp_basic_image
msvu:161,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Hospital Library; From Mount Hope Yearbook\, 1961",,",msvu:161",,,,1961,"Florence Nightingale Pledge\, 1961",,slide,,Nova Scotia Hospital School for Nursing,,,123,islandora:sp_basic_image
msvu:162,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Hospital Library; From Mount Hope Yearbook\, 1964",,",msvu:162",,,,1964,"Student Definitions of Nursing\, 1964",,slide,,Nova Scotia Hospital School for Nursing,,,124,islandora:sp_basic_image
msvu:163,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; Nova Scotia Hospital 125th Anniversary Special Edition; 1858-1963,,",msvu:163",,,,1858-1963,Residence Floor Plans [before 1970],,slide,,Nova Scotia Hospital School for Nursing,,,125,islandora:sp_basic_image
msvu:164,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Archives: Nova Scotia Hospital Library; From Mount Hope Yearbook\, 1962",,",msvu:164",,,,1962,"Our Residence\, 1962",,slide,,Nova Scotia Hospital School for Nursing,,,126,islandora:sp_basic_image
msvu:165,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Archives and Records Management; MF 160-7 Barbara Keddy / Katherine Kerr; Series 0009\, Sound and Moving Recordings",,",msvu:165",experiment session,,,1983-03-16,Katherine Kerr; Sydney City Hospital [1939-1942],,"none,ingested",,Sydney City Hospital,,,127,islandora:bookCModel
msvu:166,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Victoria General Hospital Nurses Alumni Archives\, Box 50",,",msvu:166",experiment session,,,ca. 1892,First Yearly Report of the Training School for Nurses,,"none,ingested",,Victoria General Hospital,,,128,islandora:bookCModel
msvu:167,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Victoria General Hospital Nurses Alumni Archives\, Box 50",,",msvu:167",experiment session,,,1907-1908,"By-Laws\, Regulations\, Synopsis of Course\, and Application Form",,"none,ingested",,Victoria General Hospital,,,129,islandora:bookCModel
msvu:168,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",???,,",msvu:168",experiment session,,,,"Daily Routine (Mid-Day\, 2pm\, and 6pm Routine)",,none,,,,,130,islandora:bookCModel
msvu:169,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Victoria General Hospital Nurses Alumni Archives\, Box 50",,",msvu:169",experiment session,,,1911-1912,Twenty-First Annual Report of the Training School for Nurses,,"none,ingested",,Victoria General Hospital,,,131,islandora:bookCModel
msvu:170,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Archives and Records Management; MF 160-15 Barbara Keddy / Christina Patterson; Series 0009\, Sound and Moving Recordings",,",msvu:170",experiment session,,,1982-08-17,Christina Patterson; Victoria General Hospital [1925-1928],,"none,ingested",,Victoria General Hospital\\,,,132,islandora:bookCModel
msvu:171,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Archives and Records Management; MF 160-6 Barbara Keddy / Florence Hamilton; Series 0009\, Sound and Moving Recordings",,",msvu:171",experiment session,,,1982-06-09,Florence Hamilton; Victoria General Hospital [1920-1923],,"none,ingested",,Victoria General Hospital,,,133,islandora:bookCModel
msvu:172,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Victoria General Hospital Nurses Alumni Archives,,",msvu:172",experiment session,,,1956,School of Nursing Brochure,,"none,ingested",,Victoria General Hospital,,,134,islandora:bookCModel
msvu:173,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Victoria General Hospital Nurses Alumni Archives\, Notices to Nurses Scrapbook",,",msvu:173",experiment session,,,1951-09,Rules of the Residence,,"none,ingested",,Victoria General Hospital,,,135,islandora:bookCModel
msvu:174,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Archives and Records Management; MF 160-3 Barbara Keddy / Adelle Bain; Series 0009\, Sound and Moving Recordings",,",msvu:174",experiment session,,,1983-07-03,Adelle Bain; Yarmouth Regional Hospital (1924-1927),,"none,ingested",,Yarmouth Regional Hospital,,,136,islandora:bookCModel
msvu:28,,info:fedora/msvu:lesbianpulpcollection,,,,,English,"Avon;G-1110,MSVU Images","""Dinny was witty\, gay\, and almost fiercely casual. She was faithful to one girl at a time and was a wonderful lover until an affair threatened to involve her emotionally. Then she shied away\, broke off the relationship quickly and cleanly. Usually there was no trouble\, but when she told Gail\, exquisite\, clinging Gail\, that they were through\, Gail refused to accept it. There was trouble aplenty - and black tragedy - before Dinny learned to face herself and assume the responsibilities that love imposes."" -Back cover",,"851,msvu:28",image,,Avon Book Division; Hearst Corp.,1962,Libido Beach,,"none,ingested",,"Abby\, Alain",,,137,islandora:bookCModel
msvu:151,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; From Mount Hope Yearbook 1964,,",msvu:151",experiment session,,,1964,"A Glance at the Past- Students\, 1964",,"none,ingested",,Nova Scotia Hospital School for Nursing,,,138,islandora:bookCModel
msvu:152,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Nova Scotia Hospital Library; From Mount Hope Yearbook 1969,,",msvu:152",experiment session,,,1969,"Valedictory Address by Lorna Khan (Ripley) to graduating class of 1969\, 1969",,"none,ingested",,Nova Scotia Hospital School for Nursing,,,139,islandora:bookCModel
msvu:153,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Hospital Library; From Mount Hope Yearbook\, 1963",,",msvu:153",,,,1963,"Nova Scotia Hospital Affiliations- Grace Maternity; Obstetrics\, 1963",,slide,,Nova Scotia Hospital School for Nursing,,,140,islandora:sp_basic_image
msvu:828,,info:fedora/msvu:lesbianpulpcollection,,,,,,,,,"828,msvu:828",Marriage||Erotic fiction||Lesbians -- Fiction,",",,1967,Frustration,,"Image,ingested",Unique Books Inc,"Marlowe\, Mona",,,141,islandora:bookCModel
msvu:829,,info:fedora/msvu:lesbianpulpcollection,,,,,,,"""Tamara was a hot-blooded spitfire who tried every kind of love to quench the never-ending passion that burned through her young body!"" -Back cover",,"829,msvu:829",Erotic fiction||Lesbians -- Fiction,",",,1965,Gay Ritual,,"Image,ingested",Brandon House,"Balthazar\, Angelo",,,142,islandora:bookCModel
msvu:83,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Dalhousie University Archives\, President’s Office records\, UA-3\, Box 267\, Folder 13",,",msvu:83",experiment session,,,1949-1950,Dalhousie University School of Nursing Announcement 1949-1950,,"none,ingested",,Dalhousie University,,,143,islandora:bookCModel
msvu:830,,info:fedora/msvu:lesbianpulpcollection,,,,,,,"""A PERFECT 36-C. This is the story of Elise Lindsey\, beautiful\, sensuous small town schoolteacher\, who becomes a brassiere model in New York's garment district. Men could not resist ""handling the merchandise\,"" but Elise was only interested in pursuing the lavender love of Lesbos as she made the 'gay scene' in Greenwich Village."" -Back cover",,"830,msvu:830",Lesbian teachers||New York||Greenwich Village||Erotic fiction,",",,,Gay Scene,,"Image,ingested",Tower Publications Inc.,,,,144,islandora:bookCModel
msvu:831,,info:fedora/msvu:lesbianpulpcollection,,,,,,,"""THEY CAME TO THE CITY fascinated\, frightened - hungering after life with that desperate\, head-long impatience of the very young...There was Annice...Bright\, curious\, full of untried passions\, she let Alan drag her into his beat-generation world of parties\, jazz\, booze\, marijuana and sex. And Pat...She was big blonde and built for love\, but she was saving herself for marriage. Until she met her boss. Right from the beginning Pat knew she'd do anything for him - anything. And Barby...She was the most vulnerable. Men terrified her and for a good reason. When she finally fell in love it was with a woman. THE GIRLS IN 3-B - a vivid and searching novel of young girls on the brink of womanhood\, caught up in the cruel and tantalizing currents of big-city life."" -Back cover",,"831,msvu:831",Lesbians||Fiction,",",,,The Girls in 3-B,,"Image,ingested",Fawcett Publications Inc.,,,,145,islandora:bookCModel
msvu:832,,info:fedora/msvu:lesbianpulpcollection,,,,,,Avon;T-448,"""Rodrigo's couch was red velvet...and the books that surrounded it designed to shock\, to horrify\, to stir the blood. At one time or another\, that summer in Figueira\, certain women made the journey to Rodrigo's house. There was Pascale\, the sensualist\, the creature made for love. There was Odile\, her daughter\, mouse-afraid but driven by the desire to know\, at last. There was Ariane\, the film beauty\, hard-headed enough to pay the price of luxury. And while the women were thus occupied\, their men were not idle...That summer Figueira was Eden for them\, a handful of people marking time for two months\, dancing a last passionate bacchanal beneath the blazing sun of Portugal...'Miss Torres is a very naughty Aphrodite presiding over a multitude of libidinous extravaganzas.'-Parade of Books"" -Back cover",,"832,msvu:832",World War II||Erotic fiction||Lesbians,",Meyer Levin (Translator)",,1959,The Golden Cage,,"Image,ingested",Avon Book Division; Hearst Corp.,"Torres\, Tereska",,,146,islandora:bookCModel
msvu:834,,info:fedora/msvu:lesbianpulpcollection,,,,,,Pyramid;G600,"""LOVE AND WAR one as deadly as the other - made up the lives of these women. For in the mountain camp of the Algerian terrorists\, men and women lived in total intimacy\, their raw passions sparking undying loves and death-dealing hatreds amid the flame and fury of civil war. Some women fought like jungle cats for their men - and others turned to strange dangerous relationships with each other. But all of them were ready for anything\, from savage combat to diabolical torture\, no quarter asked and none given. Here is the shocking story of these fighting femmes fatales - the female Legion of the Damned - the GUERRILLA GIRLS."" -Back cover",,"834,msvu:834",Algeria||Women revolutionaries||Erotic fiction||Lesbians -- Fiction,"Al Brule,",,1961,Guerrilla Girls,,Image,Pyramid Books,"Whittington\, Harry",,,147,islandora:bookCModel
msvu:835,,info:fedora/msvu:lesbianpulpcollection,,,,,,Beacon-Signal;B551F,"""It seemed innocent enough\, at first. Just a gentle kiss on the cheek and an affectionate caress from her college roommate\, Myra. But beautiful\, passionate Gale found herself growing more and more excited; and then a strange frenzy seized her...And then it was too late. When Gale married it seemed that this unnatural was forgotten. Then she found her husband in bed with another woman. Heartbroken\, aching now for love\, Gale returned to her old college as a teacher. Like some ghost from the past\, Myra was suddenly there. Hardly before Gale realized what she was doing\, wild days and nights followed. Myra held her spellbound like a moth hypnotized by flame. There seemed to be no turning back. Finally Gale made her decision. She embarked on one of the strangest quests any woman has ever undertaken. She would find a man\, any man\, who would give her the kind of love she needed and demanded. Wantonly\, she had affairs with men teachers and male students. And in fighting back\, Myra pulled Gale down to the lowest depths. You'll hang on every word of this woman's fight to raise herself from the deepest shame. You'll know what it is to enter the erotic\, unnatural world of strange desires."" -Back cover",,"835,msvu:835",Erotic fiction||Lesbians -- Fiction,",",,1962,Her Woman,,Image,Universal Publishing & Distributing Corp.,"Villanova\, Richard",,,148,islandora:bookCModel
msvu:836,,info:fedora/msvu:lesbianpulpcollection,,,,,,Dollar Double;954,"""She was a fun loving frolicking doll who took to her romps like a drunk to booze."" -Front cover",,"836,msvu:836",Sales personnel||Erotic fiction||Lesbian fiction,",",,1962,Honey at Her Lips,,"Image,ingested",Dollar Book Corp.,"Bell\, Steve",,,149,islandora:bookCModel
msvu:837,,info:fedora/msvu:lesbianpulpcollection,,,,,,Dollar Double;954,,,"837,msvu:837",Sales personnel||Erotic fiction||Lesbian fiction,",",,1962,The Third Sex Syndrome,,"Image,ingested",Dollar Book Corp.,"Hastings\, March",,,150,islandora:bookCModel
msvu:838,,info:fedora/msvu:lesbianpulpcollection,,,,,,Midwood;S338,"""Two kinds of love treated separately and brilliantly by two great authors...IMMORAL: This gripping novel proposes the following question: Can love between husband and wife not only exist concurrent with physical infidelity but be\, in fact\, nourished and strengthened by it? True or false? FORBIDDEN: It began as a curious experiment\, strictly a one-time thing\, a harmless excursion into a strange and fascinating world. But once having tasted\, Holly Kingdon discovered she could not do without more of the forbidden fruit."" -Back cover",,"838,msvu:838",American love stories||Erotic fiction||Lesbian fiction,",",,1964,Immoral,,"Image,ingested",Tower Publications Inc.,"Hytes\, Jason",,,151,islandora:bookCModel
msvu:84,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Aberdeen Hospital Alumnae Archives,,",msvu:84",experiment session,,,1898,Graduation Exercises,,"none,ingested",,Aberdeen Hospital,,,152,islandora:bookCModel
msvu:840,,info:fedora/msvu:lesbianpulpcollection,,,,,,Domino Books;82-108,"""Love on the rocks. After two years of frsutrating marriage\, Lola's desperate desires made her seek fulfilment in strange new directions. Her husband\, Gil\, was not above a little playing around on the side\, but the shock of discovering his wife's hidden nature was almost too much for him. He knew he could never satisfy her gnawing hungers\, but the thought of losing her voluptuous charms - to other women - was more than he could bear. His own aching needs cried out for an answer. And when he found one\, his marriage became one of the strangest of all time..."" -Back cover",,"840,msvu:840",Marriage||Erotic fiction||Lesbian fiction,",",,1966,The Hours of Rapture,,"Image,ingested",Lancer Books Inc.,"Lord\, Sheldon",,,153,islandora:bookCModel
msvu:842,,info:fedora/msvu:lesbianpulpcollection,,,,,,Gold Medal Book;T2227,"""NEW WORLD. Home to Laura was not an apartment of a house with a fashionable dress. Home was a dimly lit and badly ventilated bar on a back street in Greenwich Village. She understood the language there\, she understood the customs. Only forbidden desires were recognized and love rarely lasted more than a night. The tormented and lost women met there\, and Laura\, slim and boyish\, found happiness for the first time in her life."" -Back cover",,"842,msvu:842",Medical secretaries||Erotic fiction||Lesbians -- Fiction,",",,1959,I Am a Woman,,"Image,ingested",Fawcett Publications Inc.,"Bannon\, Ann",,,154,islandora:bookCModel
msvu:843,,info:fedora/msvu:lesbianpulpcollection,,,,,,Midwood;F243,"""SEPARATE BEDS. Bert and Libby Gunther wer bored with their marriage\, so they took separate vacations. He went to the seashore\, she to the mountains. BERT spent his vacation trying to protect a beautiful girl from an insatiable Lesbian. He soon found himself in the middle and it took all of his vacation\, and most of his manhood\, to work himself out. LIBBY spent her vacation learning the ins and outs of Lesbianism\, and discovering that three in a bed was not one too many - especially if the other two were women who knew the angles. When Bert and Libby came home they met as strangers - but they were interesting strangers."" -Back cover",,"843,msvu:843",Erotic fiction||Lesbians -- Fiction,",",,1963,Illicit Interlude,,"Image,ingested",Tower Publications Inc.,"Kemp\, Kimberly",,,155,islandora:bookCModel
msvu:844,,info:fedora/msvu:lesbianpulpcollection,,,,,,Midwood;F139,"""SHE COULDN'T KEEP HER HANDS OFF HER BROTHER'S WIFE! What torture to be in the same room with Kathy\, not being able to say what she really felt about her\, not being able to fondle her warm\, nude body as she posed on the podium. Yes\, Elaina Ransome had been succesful competing against men; she'd climbed to the top of the ladder over their dead-tired bodies\, but she needed something more. And for a while\, kittenish Terry Brooks fulfilled that strange desire within her. Then...her brother brought his wife\, Kathy\, to the city\, and temptation built up within Elaine to a smashing climax! Here is a story that reveals so much about twisted desires! That deals with the so-called 'abnormal ones' so absorbingly and with such compassion."" -Back cover",,"844,msvu:844",Erotic fiction||Lesbians -- Fiction,",",,1962,In the Shadows,,"Image,ingested",Tower Publications Inc.,"Ellis\, Joan",,,156,islandora:bookCModel
msvu:845,,info:fedora/msvu:lesbianpulpcollection,,,,,,A Documentary Classic;DC 527,"SAPPHIC SADISM. Cindy is aware that the way of life she has chosen is one that is condemned by society in general. Cindy is a Lesbian\, and more\, she is a Lesbian who enjoys inflicting and receiving pain and humiliation. Pain excites her - it heightens her sexual sensitivity and pushes her over the erotic edge into incredible orgasmic delights. Yet\, she feels no guilt\, shame\, or any desire to conform to socially acceptable standards. This book represents an exercise in understanding the sado-masochistic Lesbian."" -Back cover",,"845,msvu:845",Flagellation||Sadomasochism||Erotic fiction||Lesbians,",",,1970,"I\, Spanking Lesbian",,"Image,ingested",Consolidated Publishing Inc.,"Cindy||Klow\, Guenter",,,157,islandora:bookCModel
msvu:846,,info:fedora/msvu:lesbianpulpcollection,,,,,,Midwood;32-411,"""TWO FEMALES. Dorcas\, the young socialite...who came down to the Village seeking to develop a talent\, who came in search of a means of self-expression\, who came in the hope of putting an end to a nagging inner unrest she was unable to fully understand. Gina\, the sensuous model...a lovely wanton with a flawless body\, demanding that she be paid by the hour\, whether working as a model by day or a mistress by night. Suddenly\, for Dorcas\, it wasn't enough to mold the exquisite details of Gina's sleek thighs and hips and breasts in clay...suddenly\, she had to work with something softer than clay\, something warmer...like flesh!"" -Back cover",,"846,msvu:846",Women sculptors||New York||Erotic fiction||Lesbians -- Fiction,",",,1964,A Labor of Love,,"Image,ingested",Tower Publications Inc.,"Kemp\, Kimberly",,,158,islandora:bookCModel
msvu:847,,info:fedora/msvu:lesbianpulpcollection,,,,,,Midwood;F214,"""INN OF SIN. The heat was on their racket - Lesbian prostitution - so Joyce and Mara were sitting it out at a secluded mountain inn. They didn't sit still long\, for wealthy Avery Drake was also there and was looking for thrills - wild erotic thrills. More girls were brought in and the party started with a game called 'Skylarking' - three half clad girls doing weird things to one another on the floor in front of the fireplace. Before it was over Avery got more than he bargained for\, and the girls did too."" -Back cover",,"847,msvu:847",Erotic fiction||Lesbians -- Fiction,",",,1962,Lap of Luxury,,"Image,ingested",Tower Publications Inc.,"Kemp\, Kimberly",,,159,islandora:bookCModel
msvu:848,,info:fedora/msvu:lesbianpulpcollection,,,,,,Midwood;F154,"""CASE HISTORY. 1. Paf Survey Case History NO. 201.4 Shelley Q.\, Waterbury\, Conn. Age at time of interview: 22 years\, 3 months. Shelley Q. is an attractive\, svelte brunette. Above average in intelligence\, she is poised and articulate. She is employed as a secretary in a Waterbury industrial concern. On a cold\, snowy night in early January\, the two girls - Shelley and Doris - went up to their room after dinner to find that they had forgotten to close the windows. Although the central heating was on\, the room was icy cold. 'It's freezing in here!' Doris exclaimed. '...Let's both get into bed and listen to the radio. We can keep each other warm.''You mean both of us in the same bed?' Shirley stammered. 'Of course! We can cuddle\,' Doris said. She was already taking off her clothes. 'I know homosexuality is considered 'unnatural\,'' Shelley told her interviewing psychologist. 'But what followed was\, for me\, the most natural thing in life. It was my first real homosexual experience...' Dr. Sprague's report - Respondent felt lonely fro childhood...could not relate to either parent; craved protective love. Father drunk and brutal\, recommend continued treatment..."" -Back cover",,"848,msvu:848",Erotic fiction||Lesbians -- Fiction,",",,1962,The Lesbian in Our Society,,"Image,ingested",Tower Publications Inc.,"Sprague\, W.D.",,,160,islandora:bookCModel
msvu:85,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts",Aberdeen Hospital Alumnae Archives; Item #84,,",msvu:85",experiment session,,,ca. 1960,Nursing Prgram Guide,,"none,ingested",,Aberdeen Hospital,,,161,islandora:bookCModel
msvu:850,,info:fedora/msvu:lesbianpulpcollection,,,,,,FN;105,"""GIRL GANGS...The jungle that is New York's infamous West Side now throbs with forbidden emotions. Rusty Farrell\, a man-hating female\, challenges young Buddy Grogam to the test. Both participate in a bizarre ceremony in which one will become humble\, submit to domination by the others. The battle of the sexes erupts in violence when Buddy forces Sylvia Hampton\, a 'femme' lover of Rusty\, to perform the most shameless activities in a secret hiding place. But Buddy meets his match in Dick Kelly\, a leather expert\, who has a few twilight tricks of his own. In their midst is thrust Lola Campbell\, another 'femme' and special favorite of lesbian Rusty. It is Lola who forces Buddy into a trap from which there is no escape. Here is the untold story of girls gangs on the sidewalks and in the alleys of New York after dark. LESBOS. LEATHER. FETISH. DOMINATION."" -Back cover",,"850,msvu:850",New York||Erotic fiction||Lesbians -- Fiction,",",,1964,Lesbos Jungle,,"Image,ingested",First Niter,"Parker\, Jon||Willow\, Peter",,,162,islandora:bookCModel
msvu:853,,info:fedora/msvu:lesbianpulpcollection,,,,,,Crest Book;S413,"""'A sizzler' -Philadelphia News. 'A first novel by an American of genius. The subtle relationship between two women with its Lesbian undertones is described with a skill worthy of Colette...One of those rare novels that add to one's knowledge of human nature.' -The London Observer. 'An extremely clever novel...also a very sexy one..."" -Washington Sunday Star. 'The probable successor to LOLITA...The novel most likely to be discussed and banned...You might say Marjorie Lee has dramatized the Kinsey Report\, but that wouldn't do it justice. The book is suspenseful to the very last page and beautifully written. The daring subject matter is handled with the utmost restraint and good taste...' -Hartford Times."" -Back cover",,"853,msvu:853",Erotic fiction||Lesbians -- Fiction,"R.M. Sinneson,",,1959,The Lion House,,"Image,ingested",Fawcett Publications Inc.,"Lee\, Marjorie",,,163,islandora:bookCModel
msvu:854,,info:fedora/msvu:lesbianpulpcollection,,,,,,Popular Library;1508,"""FIRST LOVE AFFAIR. 'Francoise Mallet\, here tells the story of the first love affair of a girl of 15 in a French provincial town...The book centers in a relationship that must generally be considered unnatural and for Tamara is frankly perverse. Francoise Mallet writes about it with a directness and simplicity that few\, I think\, will find offensive and many\, moving and enlightening.' -New York Herald Tribune. A taut\, sensitively written novel of a strange emotional alliance that introduces a brilliant new fiction talent to American readers in 20-year-old Francoise Mallet - already a smash-hit in France."" -Back cover",,"854,msvu:854",France||Bisexual women||Youth||Erotic fiction||Lesbians -- Fiction,",",,1953,The Loving and the Daring,,"Image,ingested",Popular Library,"Mallet\, Francoise",,,164,islandora:bookCModel
msvu:855,,info:fedora/msvu:lesbianpulpcollection,,,,,,Beacon;B348,"""They called themselves the fringe society...why? Why should wealthy women\, attractive\, smart and young\, choose to be society's outcasts? Why did they rendezvous far off in the lonely Bahamas? Were they tired of compromising with life? Were they seeking freedom? Freedom to do what? Ralph Taylor\, successful young photo-journalist\, fed up with New York and his fiance\, vacations in the Bahamas. Instead of the rest and peace he seeks\, he becomes involved in a bitter struggle for the favors of the warped\, yet beautiful\, Alison Adams. It is Alison who introduces him to the forbidden secrets of her female circle. There he comes face to face with his deadliest rival...that formidable emotional stranglehold one woman has on another...that twisted bond that grips them both in a pact with the devil! Calling in to play all the masculine weapons he possesses - and he has many - Ralph engages in all-out war with striking Maxine Carpenter\, with Alison's body for the prize. With a savage fury born of jealousy and envy\, Maxine frantically lashes back. Most men would have given up... It would be easy to fight another man for her\, he thought...but how could he fight a woman? A taboo subject is treated with frankess and deep understanding by Randy Salem\, author of the best-selling novel\, 'Chris'"" -Back cover",,"855,msvu:855",Lesbians -- Fiction,",",,1960,Man Among Women,,"Image,ingested",Universal Publishing & Distributing Corp.,"Salem\, Randy",,,165,islandora:bookCModel
msvu:856,,info:fedora/msvu:lesbianpulpcollection,,,,,,Gold Medal Books;S1066,"""Laura and Jack Mann\, featured in Ann Bannon's other best-selling books\, tell the compelling story of a marriage made in hell...the story of two golden people\, in their love and in their agony - living in a wild twilight world\, carrying a dread and damning secret deep inside them."" -Back cover",,"856,msvu:856",Incest -- Fiction,",",,1960,The Marriage,,"Image,ingested",Fawcett Publications Inc.,"Bannon\, Ann",,,166,islandora:bookCModel
msvu:857,,info:fedora/msvu:lesbianpulpcollection,,,,,,Bantam Book;H3616,"""'I hated her when I first saw her. She was so passive\, so voluptuous\, so unlike me. Then something changed me. Alone with her I was filled with a joy as inexorable as the rising tide. I did not understand why\, but I felt compelled to protect her. Thinking about it I shuddered with triumph\, thrilled to the very marrow of my bones.' A novel of inbred lives and violent\, half-understood desires\, The Mesh is a work of 'sensitivity\, candor and psychological probing...written in the great realistic tradition of Stendhal and Balzac.' -Saturday Review"" -Back cover",,"857,msvu:857",France||Erotic fiction||Lesbians -- Fiction,",Virgilia Peterson (Translator)",,1959,The Mesh,,"Image,ingested",Bantam,"Marchal\, Lucie",,,167,islandora:bookCModel
msvu:859,,info:fedora/msvu:lesbianpulpcollection,,,,,,Berkley Medallion Book;D2981,"""A novel of many kinds of love\, of high adventure\, and of striking insight into the relations of men and women of every era - including\, most certainly\, our own.' -Mario Puzo. In the great tradition of Mary Renault\, a wonderfully gifted storyteller has created a world - and a character - that will never be forgotten. Sappho - artist\, queen\, lover\, teacher\, full-blooded woman - is a figure of legend made flesh. Her triumphs and torments are brought to vivid\, stirring life by the celebrated author of 'Fortune Made His Sword' in this thrilling novel of love and death."" -Back cover",,"859,msvu:859",Erotic fiction||Lesbians||Greece||Lesbos island||Women poets,",",,1975,My Name is Sappho,,"Image,ingested",Berkley Pub. Corp.,"Rofheart\, Martha",,,168,islandora:bookCModel
msvu:86,,info:fedora/msvu:NursesTexts,,,,,English,",MSVU Nursing History Texts","Nova Scotia Archives and Records Management; MF 160-29 Barbara Keddy / Dorothy Otto; Series 0009\, Sound and Moving Recordings",,",msvu:86",experiment session,,,1982-06-09,"Flora Dorothy Otto\, transcript",,"none,ingested",,Aberdeen Hospital,,,169,islandora:bookCModel
msvu:860,,info:fedora/msvu:lesbianpulpcollection,,,,,,Monarch books;352,"""AN INNOCENT GAME. It all began with a game\, an innocent game. Two young girls - sisters - pretending to be Prince and Princess\, clinging to each other for comfort and affection in the face of their lonely lives. They shared a world cut off from all outsiders - until the night a trusted\, older man took Missy by force\, stirring her desires and causing her to revile men. It was natural for Missy to run to Holly for comfort. It was natural for Holly to comfort her in the only way she knew...Only this time it wasn't a game. This time it turned into a passion they couldn't control...a passion stronger than the ties of their blood and which could only lead them to emotional chaos and personal disaster.",,"860,msvu:860",Sisters||Erotic fiction||Lesbians -- Fiction,"Lester L. Krauss,",,1963,"My Sister\, My Love",,"Image,ingested",Monarch Books Inc.,"Bradley\, Marion Zimmer||Gardner\, Miriam",,,170,islandora:bookCModel
