PID,RELS_EXT_hasModel_uri_s,RELS_EXT_isMemberOfCollection_uri_ms,RELS_EXT_isMemberOf_uri_ms,RELS_EXT_isConstituentOf_uri_ms,RELS_EXT_isPageOf_uri_ms,dc.format,dc.language,dc.relation,dc.description,dc.coverage,dc.identifier,dc.subject,dc.contributor,dc.publisher,dc.date,dc.title,dc.rights,dc.type,dc.source,dc.creator,sequence,file,ID,model
cbu:1408,,info:fedora/cbu:faculty-works,,,,,,2016 Travel and Tourism Research Association (TTRA) Canada Chapter conference,"Eskasoni First Nation is the largest Mi’kmaq-speaking community in the world. With a population of more than 4300\, Eskasoni is one of the five Mi’kmaq communities located on Unama’ki (Cape Breton Island)\, Canada. The community has been engaged in tourism development for decades\, with varying degrees of success\, until a new approach was considered – that being the community-led product of Eskasoni Cultural Journeys (ECJ). Eskasoni Cultural Journeys started at a grassroots level with Elder buy-in and initial Elder training in tourism. Today Eskasoni Cultural Journeys offers boat tours on the Bras d’Or Lake and authentic interpretive programming along the trails of Goat Island.\n\nThis research examined the development of Eskasoni Cultural Journeys\, now a successful and award-winning program\, which developed through a gradual community-led process and highlights an example of a community-led Aboriginal tourism project that has been successful in its development stages. Successes and challenges of the project related to four aspects of sustainability (social\, cultural\, economic and environmental) are outlined and recommendations offered for future development as well as considerations to ensure the project continues well in to the future.",,"cbu:1408,cbu-school: School of Arts and Social Sciences,cbu-school: Shannon School of Business,cbu-department: Experiential Studies in Community and Sport,cbu-department: Purdy Crawford Chair,https://scholarworks.umass.edu/ttracanada_2016_conference/",,"Travel and Tourism Research Association,MacPherson\, Stephanie (author),Maher\, Patrick T. (author),Tulk\, Janice Esther (author),Doucette\, Mary Beth (author),Menge\, Tracey (author)",,,Eskasoni cultural journeys:  A community-led approach to sustainable tourism development,,"Text,Conference Proceedings",,,,,549,ir:citationCModel
cbu:1376,,info:fedora/cbu:faculty-works,,,,,,Arctic Yearbook--2298–2418,"This paper addresses human capital in the Arctic in relation to tourism. More specifically\, with an ever-increasing number of tourists recognizing the attractiveness of the Arctic\, tour companies are increasingly recognizing the opportunities. The media (typically southern media) sells the image\, either before or after the tourists arrive\, and communities are often left to deal with the repercussions – whether those are social\, economic\, environmental\, or the like. Many of the repercussions are negative; however\, even when perceived as positive they can create tensions within small communities and showcase a variety of capacity issues.\nThis paper focuses on the realities and possibilities of tourism in the Arctic. It offers an up-to-date descriptive overview of tourism numbers and valuations. In addition\, ‘realities’ also focuses on the current suite of challenges and ‘possibilities’ addresses critical questions that need to be asked as tourism grows. We are in an uncertain age and academic critique of the Arctic tourism phenomenon is growing as quickly as the numbers. This paper is almost fully circumpolar in outlook\, written by individuals from those jurisdictions\, and aims to intersect with other sectors active in the Arctic.",,"cbu:1376,cbu-school: School of Arts and Social Sciences,cbu-department: Experiential Studies in Community and Sport,https://www.arcticyearbook.com/articles2014/103-arctic-tourism-realities-possibilities",,"Maher\, Patrick T. (author),Gelter\, Hans (author),Hillmer-Pegram\, Kevin (author),Hovgaard\, Gestur,Hull\, John (author),Þór Jóhannesson\, Gunnar (author),Karlsdóttir\, Anna (author),Rantala\, Outi (author),Pashkevich\, Albina (author)",,,Arctic tourism: realities and possibilities,,"Text,Journal Article",,,,,550,ir:citationCModel
cbu:325,,info:fedora/cbu:faculty-works,,,,,,1555-4155--Journal for Nurse Practitioners,"The influence of marketing activities on prescribing practices of primary health care professionals represents a potential risk to patient health and the integrity of the health profession. Although Canadian nurse practitioners (NPs) identify similar concerns to their American counterparts\, acknowledging potential influences of pharmaceutical marketing practices and some of the ethical issues arising from conflict of interest\, challenges faced by NPs in Canada are confounded by the lack of authorization to dispense sample medications\, NPs identify this as a barrier to effective practice. Work is needed to address educational deficiencies and to provide reliable information on new drugs that remains evidence based.",,"cbu:325,citekey: Lamarche2015,doi: 10.1016/j.nurpra.2015.04.025,cbu-school: School of Arts and Social Sciences,cbu-department: Experiential Studies in Community and Sport","physicians,marketing,nurse practitioner,pharmaceutical,prescribing,samples","Lamarche\, Kimberley (author),MacKenzie\, Susan (author)",,2015,Target Locked: Nurse Practitioners and the Influence of Pharmaceutical Marketing Practices in Canada,,"Text,Journal Article",,,,,551,ir:citationCModel
cbu:947,,info:fedora/cbu:faculty-works,,,,,,0008-4840--Canadian Public Administration-Administration publique du Canada,"This paper reports on a study of public funding for provincial human rights legislation and programs across Canada. In the field of human rights legislation\, much has been said of legal cases but little of funding and enforcement issues. Our purpose was to identify factors responsible for different levels of human rights funding on the basis of a per capita spending comparison among the provinces. The aim was also to link our findings to the applicability of theories of public policy. Factors examined were provincial revenues\, the size of minority groups\, interest group pressures\, the administrative structure of commissions\, the number of women in cabinet and the political party in power. Our findings point to the importance of party and ideology and to the applicability of the state-centred theory of public policy.",,"cbu:947,citekey: Howe1995,doi: 10.1111/j.1754-7121.1995.tb01144.x,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"Howe\, R (author),Johnson\, David (author)",,1995,Variations in enforcing equality: A study of provincial human rights funding,,"Text,Journal Article",,,,,552,ir:citationCModel
cbu:654,,info:fedora/cbu:faculty-works,,,,,,0008-4239--Canadian Journal of Political Science-Revue canadienne de science politique,,,"cbu:654,citekey: Howe2008,doi: 10.1017/S0008423908080992,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"Howe\, R (author)",,2008,The Honest Broker: Making Sense of Science in Policy and Politics,,"Text,Journal Article",,,,,553,ir:citationCModel
cbu:1410,,info:fedora/cbu:faculty-works,,,,,,Arctic Observing Summit,,,"cbu:1410,cbu-school: School of Arts and Social Sciences,cbu-department: Experiential Studies in Community and Sport,http://www.arcticobservingsummit.org/aos-2016-white-papers-and-short-statements-public",,"Arctic Observing Summit,Hillmer-Pegram\, K. (author),De la Barre\, S. (author),Maher\, Patrick T. (author),Dawson\, J.,Huijbens\, E. (author),Lamers\, M. (author),Müller\, D. (author),Pashkevich\, A. (author),Stewart\, E.J. (author)",,,Arctic tourism should be used as a vehicle for Arctic observing systems.,,"Text,Conference Proceedings",,,,,554,ir:citationCModel
cbu:1600,,info:fedora/cbu:faculty-works,,,,,,Language Teaching Research--Language Teaching Research--1362-1688--1477-0954,"Recently\, situated willingness to communicate (WTC) has received increasing research attention\nin addition to traditional quantitative studies of trait-like WTC. This article is an addition to the\nformer but unique in two ways. First\, it investigates both trait and state WTC in a classroom\ncontext and explores ways to combine the two to reach a fuller understanding of why second\nlanguage (L2) learners choose (or avoid) communication at given moments. Second\, it investigates\nthe communication behavior of individuals and of the group they constitute as nested systems\,\nwith the group as context for individual performance. An interventional study was conducted in\na class for English as a foreign language (EFL) with 21 students in a Japanese university. During\ndiscussion sessions in English over a semester in which Initiation–Response–Feedback (IRF)\npatterns were avoided to encourage students to initiate communication\, qualitative data based\non observations\, student self-reflections\, and interviews and scale-based data on trait anxiety and\nWTC were collected. The analyses\, which focused on three selected participants\, revealed how\ndifferences in the frequency of self-initiated turns emerged through the interplay of enduring\ncharacteristics\, including personality and proficiency\, and contextual influences such as other\nstudents’ reactions and group-level talk–silence patterns.",,"cbu:1600,doi: 10.1177/1362168816657851,http://journals.sagepub.com/doi/10.1177/1362168816657851,cbu-school: School of Science and Technology,cbu-department: Psychology",,"Yashima\, Tomoko (author),MacIntyre\, Peter D. (author),Ikeda\, Maiko (author)",,2018-01-14,Situated willingness to communicate in an L2: Interplay of individual characteristics and context,,"Journal Article,Text",,,,,555,ir:citationCModel
cbu:98,,info:fedora/cbu:faculty-works,,,,,,"The Canadian alternative: Cartoonists\, comics and graphic novels from the North--9781496815118","Contributions by Jordan Bolay\, Ian Brodie\, Jocelyn Sakal Froese\, Dominick Grace\, Eric Hoffman\, Paddy Johnston\, Ivan Kocmarek\, Jessica Langston\, Judith Leggatt\, Daniel Marrone\, Mark J. McLaughlin\, Joan Ormrod\, Laura A. Pearson\, Annick Pellegrin\, Mihaela Precup\, Jason Sacks\, and Ruth-Ellen St. Onge. This overview of the history of Canadian comics explores acclaimed as well as unfamiliar artists. Contributors look at the myriad ways that English-language\, Francophone\, indigenous\, and queer Canadian comics and cartoonists pose alternatives to American comics\, to dominant perceptions\, even to gender and racial categories. In contrast to the United States' melting pot\, Canada has been understood to comprise a social\, cultural\, and ethnic mosaic\, with distinct cultural variation as part of its identity. This volume reveals differences that often reflect in highly regional and localized comics such as Paul MacKinnon's Cape Breton--specific Old Trout Funnies\, Michel Rabagliati's Montreal-based Paul comics\, and Kurt Martell and Christopher Merkley's Thunder Bay--specific zombie apocalypse. The collection also considers some of the conventionally ""alternative"" cartoonists\, namely Seth\, Dave Sim\, and Chester Brown. It offers alternate views of the diverse and engaging work of two very different Canadian cartoonists who bring their own alternatives into play: Jeff Lemire in his bridging of Canadian/US and mainstream/alternative sensibilities and Nina Bunjevac in her own blending of realism and fantasy as well as of insider/outsider status. Despite an upsurge in research on Canadian comics\, there is still remarkably little written about most major and all minor Canadian cartoonists. This volume provides insight into some of the lesser-known Canadian alternatives still awaiting full exploration.",,"cbu:98,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts,https://novanet-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=NOVANET_ALEPH005450354&context=L&vid=CBU&search_scope=default_scope&tab=default_tab&lang=en_US",,"Brodie\, Ian (author)",,,"Paul ""Moose"" MacKinnon and an alternative Cape Breton",CC-BY,"Text,Book\, Section",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:98/datastream/PDF/download,556,ir:citationCModel
cbu:177,,info:fedora/cbu:faculty-works,,,,,,Routledge companion to fairy-tale cultures and media--978-1138946156,"From Cinderella to comic con to colonialism and more\, this companion provides readers with a comprehensive and current guide to the fantastic\, uncanny\, and wonderful worlds of the fairy tale across media and cultures. It offers a clear\, detailed\, and expansive overview of contemporary themes and issues throughout the intersections of the fields of fairy-tale studies\, media studies\, and cultural studies\, addressing\, among others\, issues of reception\, audience cultures\, ideology\, remediation\, and adaptation. Examples and case studies are drawn from a wide range of pertinent disciplines and settings\, providing thorough\, accessible treatment of central topics and specific media from around the globe.",,"cbu:177,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Brodie\, Ian (author),McDavid\, Jodi (author)",,,Children's television,CC-BY,"Text,Book\, Section",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:177/datastream/PDF/download,557,ir:citationCModel
cbu:1325,,info:fedora/cbu:faculty-works,,,,,,Canadian Folk Music--0829-5344,,,"cbu:1325,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,An interview with James Keelaghan,,"Text,Journal Article",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:1325/datastream/PDF/download,558,ir:citationCModel
cbu:1338,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--1481-5974,,,"cbu:1338,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,"Review: Back on track CD series.  Various artists.  It’s time for another one: Folk songs from the South Coast of Newfoundland; folklore of Newfoundland and Labrador: A sampler of songs\, narrations\, and tunes; Saturday nite jamboree  by the Research Centre for the Study of Music\, Media\, and Place\,  Memorial University of Newfoundland.",,"Text,Journal Article",,,,,559,ir:citationCModel
cbu:1337,,info:fedora/cbu:faculty-works,,,,,,Journal of American Folklore--0021-8715,,,"cbu:1337,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,Review: Gaelic songs in Scotland: Women’s work songs and 1951 Edinburgh People’s Festival Ceilidh (CDs in the Alan Lomax Collection),,"Text,Journal Article",,,,,560,ir:citationCModel
cbu:1342,,info:fedora/cbu:faculty-works,,,,,,MUSICultures--1920-4213,,,"cbu:1342,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,"Review: World music: Traditions and transformations\, by Michael B. Bakan; World Music: A global journey\, by Terry E. Miller and Andrew Shahriari; and worlds of music: An introduction to the music of the world’s peoples\, ed. Jeff Todd Titon.",,"Text,Journal Article",,,,,561,ir:citationCModel
cbu:1335,,info:fedora/cbu:faculty-works,,,,,,An Naidheachd Againne (newsletter of the American Gaelic Society),,,"cbu:1335,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,CD Review: Air fòrladh/on leave by Gillebrìde MacMillan,,"Text,Journal Article",,,,,562,ir:citationCModel
cbu:1339,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:1339,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,Review: Fo bhruid and gnothach annasach an Dr. Jekyll is Mhgr Hyde by Robert Louis Stevenson; story modified by Alan Grant; translated into Gaelic by Iain MacDhòmhnaill,,"Text,Journal Article",,,,,563,ir:citationCModel
cbu:1341,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:1341,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,"Review: Fèis: The first twenty-five years of the Fèis Movement\, ed. Kate Martin",,"Text,Journal Article",,,,,564,ir:citationCModel
cbu:1340,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:1340,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,cbu-department: Folklore and Ethnomusicology",,"Sparling\, Heather (author)",,,Review: Nollaig: A Gaelic Christmas by Fiona MacKenzie,,"Text,Journal Article",,,,,565,ir:citationCModel
cbu:1304,,info:fedora/cbu:faculty-works,,,,,,Journal of Popular Music Studies--15242226,,,"cbu:1304,doi: 10.1111/j.1533-1598.2010.01243.x,http://doi.wiley.com/10.1111/j.1533-1598.2010.01243.x,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",music--Gaelic songs--Celtic pop,"McDonald\, Chris (author),Sparling\, Heather (author)",,2010-09-09,Interpretations of Tradition: From Gaelic Song to Celtic pop: Interpretations of Tradition,,"Journal Article,Text",,,,,566,ir:citationCModel
cbu:1327,,info:fedora/cbu:faculty-works,,,,,,SICRI Network Small Island Cultures Research Initiative,,,"cbu:1327,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts,http://sicri-network.org/archives/ISIC3/",,"Third International Small Islands Culture Conference,Heather\, Sparling (author)",,,"Grist for the tourist mill: Tourists in Gaelic milling frolics in Cape Breton\, Nova Scotia",,"Text,Conference Proceedings",,,,,567,ir:citationCModel
cbu:1328,,info:fedora/cbu:faculty-works,,,,,,Cape Breton Post,,,"cbu:1328,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Sparling\, Heather (author)",,,The Milling Cup: A Hidden History of Gaelic Song Competition,,"Text,Journal Article",,,,,568,ir:citationCModel
cbu:1362,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--Ethnologies--1481-5974--1708-0401,"The first bra purchase\, which implies the first bra wearing or at least the first bra specifically purchased for the young woman\, introduces two phases beyond the demarcation of girl as woman: a lifetime of wearing bras and a lifetime of shopping for bras. In an effort to explore some of the consequences of using the term “rites of passage” in contemporary contexts\, this article sets out to identify the elements common to the “rite” of the first bra purchase. It is an activity more or less inevitable in North American women’s culture; it is a commercial transaction\, and thus can be affected by socioeconomic class status; and it is inherently associated with the transformations of puberty\, both physiological and social (in van Gennep’s sense). Finally\, although it is distinct from adolescent sexuality\, it is nevertheless virtually inextricable therefrom and thus a gendered activity\, one from which the male fieldworker is excluded for reasons that extend far beyond mere impropriety.",,"cbu:1362,doi: 10.7202/018746ar,http://id.erudit.org/iderudit/018746ar,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Brodie\, Ian (author)",,2007,“The Harsh Reality of Being a Woman”: First Bra Experiences,,"Journal Article,Text",,,,,569,ir:citationCModel
cbu:1524,,info:fedora/cbu:faculty-works,,,,,,The Journal of American Folklore--The Journal of American Folklore--00218715,"The Onion parodies the rhetorical strategies of local\, national\, and tabloid newspapers. As its mediation shifted from newsprint to website and ultimately to social media\, the cues suggesting its interpretation as inherently parodic grew potentially diffuse\, especially as the act of sharing comprises both accidental and creative decontextualization. This paper contributes to a discussion of “fake news” by tracing the consequences of shifting digital contexts\, the ambiguity of original intent\, and the rhetoric of parody as put-on.",,"cbu:1524,doi: 10.5406/jamerfolk.131.522.0451,https://www.jstor.org/stable/10.5406/jamerfolk.131.522.0451,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",parody--social satire--political satire--newspapers--e-journals--periodicals,"Brodie\, Ian (author)",,2018,"Pretend news\, false news\, fake news: The as put-on\, prank\, and legend",,"Journal Article,Text",,,,,570,ir:citationCModel
cbu:1361,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--Ethnologies--1481-5974--1708-0401,"Through their use of amplification\, stand-up comedians are able to engage an audience at a natural register\, employing the modes of everyday\, interpersonal\, conversational speech\, avoiding for the most part the distancing required for most forms of cultural performance. By maintaining control of this conversation\, they are able paradoxically to give control away\, wresting it back when required\, thus creating the illusion of intimacy\, exchange\, and reciprocity between themselves and the audience. This article provides the beginnings of a framework for understanding stand-up comedy and its relationship to folkloric genres by placing intimacy\, not humour\, as the primary consideration.",,"cbu:1361,doi: 10.7202/019950ar,http://id.erudit.org/iderudit/019950ar,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Brodie\, Ian (author)",,2008,Stand-up Comedy as a Genre of Intimacy,,"Journal Article,Text",,,,,571,ir:citationCModel
cbu:1365,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--Ethnologies--1481-5974--1708-0401,"In this article the author reflects on the objects brought into his father’s hospice room in the last eight weeks of his life. Objects and their placement were continually renegotiated as he moved through various stages of his disease — greater and lesser pain\, appetite\, freedom of movement\, and lucidity\, and shifting timeframes for his imminent passing. The author’s father had no direct control over the presence or absence of objects\, and little control over their placement\, so that the room became a site of polite contestation among the various parties helping him in his final days.",,"cbu:1365,doi: 10.7202/014046ar,http://id.erudit.org/iderudit/014046ar,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Brodie\, Ian (author)",,2005,“The very environment militates against denial”: Negotiating place through material culture,,"Journal Article,Text",,,,,572,ir:citationCModel
cbu:1355,,info:fedora/cbu:faculty-works,,,,,,The Journal of General Education--The Journal of General Education--1527-2060,Guest editor's note,,"cbu:1355,doi: 10.1353/jge.2012.0025,http://muse.jhu.edu/content/crossref/journals/journal_of_general_education/v061/61.3.brodie.html,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Brodie\, Ian (author)",,2012,Seeking common ground in the discussing the liberal arts,,"Journal Article,Text",,,,,573,ir:citationCModel
cbu:457,,info:fedora/cbu:faculty-works,,,,,,"Growing up Canadian : Muslims\, Hindus\, Buddhists--9789773541382",,,"cbu:457,citekey: Beaman2013,serial number: 978-0-7735-8874-5 978-0-7735-4137-5,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities,https://novanet-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=NOVANET_ALEPH004961082&context=L&vid=CBU&search_scope=default_scope&tab=default_tab&lang=en_US",,"Beaman\, Lori (author),Nason-Clark\, Nancy (author),Ramji\, Rubina (author)",Mcgill-Queens Univ Pr,2013,The Difference that Gender Makes,,"Text,Book\, Section",,,,,574,ir:citationCModel
cbu:604,,info:fedora/cbu:faculty-works,,,,,,Narratives of the religious self in early modern Scotland--9780754668329,,,"cbu:604,citekey: Mullan2010,serial number: 978-0-7546-9858-6 978-0-7546-6832-9,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies,https://novanet-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=NOVANET_ALEPH002758311&context=L&vid=CBU&search_scope=default_scope&tab=default_tab&lang=en_US",,"Mullan\, David (author)",Ashgate Publishing Ltd,2010,The Language of Piety,,"Text,Book\, Section",,,,,575,ir:citationCModel
cbu:793,,info:fedora/cbu:faculty-works,,,,,,Canadian Literature--0008-4360,,,"cbu:793,citekey: Kavanagh2004,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Kavanagh\, A (author)",,2004,'Margery looks up'.,,"Text,Journal Article",,,,,576,ir:citationCModel
cbu:594,,info:fedora/cbu:faculty-works,,,,,,Journal of Popular Music Studies--1524-2226,,,"cbu:594,citekey: McDonald2010,doi: 10.1111/j.1533-1598.2010.01243.x,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"McDonald\, Chris (author),Sparling\, Heather (author)",,2010,Interpretations of Tradition: From Gaelic Song to Celtic Pop,,"Text,Journal Article",,,,,577,ir:citationCModel
cbu:968,,info:fedora/cbu:faculty-works,,,,,,American Historical Review--0002-8762,,,"cbu:968,citekey: Tennyson1994,doi: 10.2307/2167530,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",,"Tennyson\, Brian (author)",,1994,"Painting the Map Red - Canada and the South-African War\, 1899-1902 - Miller\,c",,"Text,Journal Article",,,,,578,ir:citationCModel
cbu:992,,info:fedora/cbu:faculty-works,,,,,,Canadian Historical Review--0008-3755,,,"cbu:992,citekey: Tennyson1993,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",,"Tennyson\, Brian (author)",,1993,"Racism and the Incorporation of Foreign-Labor - Farm-Labor Migration to Canada Since 1945 - Satzewich\,v",,"Text,Journal Article",,,,,579,ir:citationCModel
cbu:1052,,info:fedora/cbu:faculty-works,,,,,,Journal of Caribbean History--0047-2263,,,"cbu:1052,citekey: Tennyson1990,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",,"Tennyson\, Brian (author)",,1990,"The British-West-Indies and King\,mackenzie National Policy in the 1920s",,"Text,Journal Article",,,,,580,ir:citationCModel
cbu:678,,info:fedora/cbu:faculty-works,,,,,,Sixteenth Century Journal--0361-0160,,,"cbu:678,citekey: Mullan2008,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",,"Mullan\, David (author)",,2008,"Enforcing reformation in Ireland and Scotland\, 1550-1700",,"Text,Journal Article",,,,,581,ir:citationCModel
cbu:1135,,info:fedora/cbu:faculty-works,,,,,,Africa Today--0001-9887,,,"cbu:1135,citekey: Tennyson1982,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",,"Tennyson\, Brian (author)",,1982,Canadian Policy Towards South-Africa,,"Text,Journal Article",,,,,582,ir:citationCModel
cbu:624,,info:fedora/cbu:faculty-works,,,,,,School Psychology International--0143-0343,"Teacher burnout has long been understood to have significant negative effects on teaching efficacy. Research has indicated that student misbehaviour\, often a result of disengagement\, is a major predictor of teacher burnout. In part to address student disengagement\, Hampshire County in England has undertaken a whole-school rights-based reform initiative called Rights\, Respect and Responsibility (RRR). This study was designed to examine the effects of RRR on student engagement and teacher burnout over a three-year period. The sample initially comprised a total of 15 schools (four infant\, five primary and six junior) and 127 teachers. At the second time of measure\, one year later\, the sample was reduced to 69 teachers from 13 of the schools. At both times teachers completed the following measures: the Maslach Burnout Inventory\, the perceived effect of RRR on teaching\, and student engagement. In the third year of the study we obtained data on the Maslach Burnout Inventory from 100 teachers at 12 of the schools. Findings suggest that RRR can improve student engagement and reduce teacher burnout. Of particular note was the predictive power of student participation in the classroom and school in reducing teacher burnout.",,"cbu:624,citekey: Covell2009,doi: 10.1177/0143034309106496,cbu-school: School of Science and Technology,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies","participation,children's rights,rights education,student engagement,teacher burnout","Covell\, Katherine (author),McNeil\, Justin (author),Howe\, R (author)",,2009,Reducing Teacher Burnout by Increasing Student Engagement A Children's Rights Approach,,"Text,Journal Article",,,,,583,ir:citationCModel
cbu:346,,info:fedora/cbu:faculty-works,,,,,,Renaissance Quarterly--0034-4338,,,"cbu:346,citekey: Pettigrew2015,doi: 10.1086/681416,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Pettigrew\, Todd (author)",,2015,Poison's Dark Works in Renaissance England,,"Text,Journal Article",,,,,584,ir:citationCModel
cbu:199,,info:fedora/cbu:faculty-works,,,,,,Canadian Historical Review--0008-3755,,,"cbu:199,citekey: Nerbas2017,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",,"Nerbas\, Don (author)",,2017,"Special Issue on ""The History of Tourism in Canada""",,"Text,Journal Article",,,,,585,ir:citationCModel
cbu:532,,info:fedora/cbu:faculty-works,,,,,,"Restoring the Mystery of the Rainbow: Literature's Refraction of Science\, Vols 1 and 2--978-90-420-3325-2",,,"cbu:532,citekey: Pettigrew2011,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Pettigrew\, Todd (author)",,2011,"""Millions Infinite"": Martial Mathematics in the First Part of Christopher Marlowe's Tamburlaine",,"Text,Journal Article",,,,,586,ir:citationCModel
cbu:176,,info:fedora/cbu:faculty-works,,,,,,Animal oppression and capitalism: The oppression of nonhuman animals as sources of food--9781440850738,,,"cbu:176,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"Harris\, Tracey (author)",,,"The problem is not the people\, it's the system: The Canadian animal-industrial complex",,"Text,Book\, Section",,,,,587,ir:citationCModel
cbu:859,,info:fedora/cbu:faculty-works,,,,,,Scottish Historical Review--0036-9241,,,"cbu:859,citekey: Mullan2000,doi: 10.3366/shr.2000.79.1.117,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"Mullan\, D (author)",,2000,"Government by polemic: James I\, the king's preachers\, and the rhetoric of conformity\, 1603-1625",,"Text,Journal Article",,,,,588,ir:citationCModel
cbu:407,,info:fedora/cbu:faculty-works,,,,,,Seventeenth Century--0268-117X,,,"cbu:407,citekey: Farnsworth2014,doi: 10.1080/0268117X.2014.930354,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Farnsworth\, Jane (author)",,2014,"""I am ripe for man"": Gendered Time in Thomas Heywood's An Emblematicall Dialogue (1637)",,"Text,Journal Article",,,,,589,ir:citationCModel
cbu:766,,info:fedora/cbu:faculty-works,,,,,,Comparative Critical Studies--1744-1854,,,"cbu:766,citekey: Pettigrew2005,doi: 10.3366/ccs.2005.2.2.257,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Pettigrew\, Todd (author)",,2005,"'Faustus ... For Ever': Marlowe\, Bruno\, and Infinity",,"Text,Journal Article",,,,,590,ir:citationCModel
cbu:1041,,info:fedora/cbu:faculty-works,,,,,,World Today--0043-9134,,,"cbu:1041,citekey: Guy1990,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"Guy\, James (author)",,1990,Cuba - a Regional Power Without a Region,,"Text,Journal Article",,,,,591,ir:citationCModel
cbu:1184,,info:fedora/cbu:faculty-works,,,,,,World Today--0043-9134,,,"cbu:1184,citekey: Guy1976,cbu-school: School of Arts and Social Sciences,cbu-department: L'nu\, Political\, and Social Studies",,"Guy\, J (author)",,1976,Canada and Latin-America,,"Text,Journal Article",,,,,592,ir:citationCModel
cbu:470,,info:fedora/cbu:faculty-works,,,,,,Fiddlehead--0015-0630,,,"cbu:470,citekey: Silverberg2012,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts",,"Silverberg\, Mark (author)",,2012,Catchment Area,,"Text,Journal Article",,,,,593,ir:citationCModel
